x0,x1,y,
1552.25,229.738,3
2809.03,5149.88,1
-69.0774,-65.6508,2
790.794,745.231,0
224.332,725.66,0
1025.13,1009.58,0
352.264,1045.85,0
-160.162,295.331,2
145.469,-214.318,5
-18.5866,162.88,2
113.844,72.1359,5
1088.05,342.908,3
1150.11,140.278,3
1176.27,-524.405,3
-99.9134,-27.9404,2
3048.11,5032.48,1
-10.869,-50.6825,2
412.873,771.101,0
889.73,314.009,3
1133.69,143.444,3
1109.58,334.996,3
645.896,860.642,0
974.212,409.68,3
-128.568,-272.428,2
48.8185,-358.596,5
327.634,261.412,5
1331.84,963.022,0
3072.69,5251.62,1
1181.83,128.549,3
644.347,330.612,0
331.544,981.873,0
68.692,-402.666,5
-434.054,-314.88,2
208.648,100.451,5
1149.27,252.184,3
-302.607,202.367,2
-197.611,-135.68,2
425.181,579.03,0
718.956,101.805,3
900.94,530.569,0
269.778,-255.948,5
1005.39,661.905,0
873.337,423.168,3
30.8057,116.753,2
-713.495,-602.733,2
549.791,337.435,5
-97.445,362.801,2
806.736,20.4743,3
1045.37,832.745,0
998.12,79.6234,3
220.9,-92.8251,5
1401.33,-291.708,3
-340.992,-373.554,2
233.34,364.555,5
475.695,714.819,0
-580.666,-560.841,2
878.215,1078.89,0
-133.144,339.832,2
389.718,480.78,0
560.485,654.042,0
394.955,-142.563,5
680.365,-173.711,5
637.322,787.034,0
1066.82,294.81,3
-161.589,282.344,2
566.207,409.061,0
315.92,-174.596,5
-164.689,133.38,2
264.18,402.392,5
-123.096,19.6918,2
393.421,864.396,0
-161.583,-77.6158,2
-383.782,173.456,2
402.17,-515.529,5
-701.573,589.261,2
539.395,-124.741,5
338.02,-65.0608,5
796.793,338.284,3
-468.521,185.417,2
263.286,347.053,5
626.171,1165.4,0
345.012,-190.249,5
-0.776176,471.182,2
2677.15,4963.54,1
392.97,-393.415,5
-339.242,-105.774,2
-26.4179,-99.287,2
-445.263,-502.197,2
650.111,967.997,0
894.639,879.925,0
1019.39,394.777,3
158.106,607.288,0
610.284,1251.68,0
710.44,715.857,0
1144.54,294.287,3
-507.545,-148.706,2
91.2738,147.484,2
554.916,443.477,0
1144.07,463.868,3
208.641,-44.8861,5
747.817,-98.929,3
-14.5128,-289.049,2
302.95,631.564,0
-246.461,437.127,2
525.652,786.583,0
375.745,-67.8818,5
903.542,491.005,0
895.141,1578.43,0
745.747,870.46,0
1147.18,273.947,3
973.264,693.493,0
841.662,1356.41,0
920.523,1051.07,0
141.922,172.022,5
810.268,208.445,3
-0.940126,-270.234,2
-9.04391,305.012,2
480.682,619.53,0
-173.483,-164.18,2
3037.59,4922.96,4
977.375,-56.4804,3
126.026,-210.136,5
920.809,21.5334,3
-3.39671,91.637,2
-394.097,45.4986,2
390.294,139.229,5
353.797,768.762,0
1122.47,197.337,3
303.229,167.978,5
119.747,78.9401,5
983.671,433.058,3
-21.5639,-431.551,5
2728.95,5705.84,1
-364.263,-158.882,2
1163.85,-417.266,3
956.975,735.188,0
-120.977,193.482,2
-172.158,-143.634,2
977.654,798.646,0
-110.778,38.6159,2
225.783,957.571,0
-389.306,257.893,2
1022.23,-68.8486,3
3222.91,5565.1,1
-646.575,76.1835,2
722.603,411.325,0
1111.16,-227.681,3
1295.67,558.289,3
783.047,67.6974,3
877.867,279.055,3
491.526,175.803,5
995.267,628.112,0
861.215,752.638,0
1325.5,267.901,3
657.563,609.539,0
89.4881,326.254,2
346.435,680.377,0
1531.12,368.673,3
249.606,420.55,5
3.36714,632.594,2
26.3162,947.037,0
689.732,423.085,0
114.079,229.529,2
502.159,1178.18,0
414.603,445.439,0
5.483,309.078,2
104.694,347.082,2
256.054,252.613,5
251.515,164.159,5
1402.52,292.264,3
2774.38,4743.4,4
754.715,163.805,3
308.561,487.798,0
479.25,779.549,0
863.263,49.0696,3
551.737,-580.322,5
-398.934,49.5772,2
569.323,406.722,0
-84.3996,161.915,2
-50.5791,558.033,2
880.457,-10.8744,3
835.826,638.47,0
283.821,-34.3052,5
67.1763,549.062,2
570.246,1014.34,0
152.462,-257.035,5
174.054,-79.7337,5
181.233,-112.395,5
85.2029,359.824,2
1642.52,690.768,3
350.297,731.982,0
982.361,1094.65,0
192.91,-42.5555,5
946.384,1119.43,0
663.114,598.635,0
372.379,368.387,5
3184.13,4739.18,4
730.83,517.69,0
2690.83,5025.68,1
982.204,379.498,3
2956.35,4872.79,4
62.1046,279.338,2
1187.28,33.4633,3
1082.97,807.382,0
-48.7199,-618.843,5
1117,187.138,3
1255.48,-152.385,3
1083.35,414.272,3
-670.159,354.306,2
2886.68,4856.39,4
-81.0045,-457.52,2
209.481,-89.754,5
-48.1708,-616.179,5
748.458,952.142,0
552.747,763.813,0
235.057,452.375,5
125.188,106.062,5
543.448,-610.003,5
824.497,-129.46,3
-34.6328,23.539,2
1023.45,-95.4953,3
163.946,473.997,2
450.55,184.301,5
1127.16,1176.94,0
389.82,642.658,0
-256.678,16.5038,2
655.635,-251.998,5
514.405,132.293,5
1219.41,138.879,3
386.234,766.601,0
878.171,1078.2,0
177.052,695.192,0
-99.003,179.557,2
649.134,16.6115,5
134.672,-199.007,5
834.179,-41.8804,3
-139.307,319.503,2
185.25,97.7037,5
411.973,-285.393,5
351.826,81.9366,5
341.446,-278.844,5
52.4949,23.9695,2
-97.0727,-425.926,2
129.667,-98.5565,5
125.847,85.5418,5
774.749,139.637,3
1784.49,638.712,3
2421.74,5624.29,1
82.8715,309.011,2
930.044,222.121,3
-193.627,73.2907,2
-248.924,456.178,2
-59.4282,-429.474,2
-120.543,-350.176,2
-136.15,156.672,2
142.027,663.797,0
-319.957,672.913,2
344.198,-118.1,5
-20.9377,50.851,2
-239.288,-196.765,2
407.351,111.58,5
489.214,39.3867,5
2844.36,4506.78,4
-41.3122,325.115,2
779.731,1031.94,0
537.432,1200.23,0
359.148,524.795,0
779.698,946.634,0
2741.74,5079.8,1
370.535,518.108,0
114.236,-200.07,5
-94.8194,-80.77,2
993.434,692.393,0
712.929,1080.69,0
974.523,266.735,3
-422.485,202.804,2
760.654,489.218,0
846.475,801.41,0
-295.956,503.54,2
181.513,240.738,5
992.782,192.111,3
718.755,916.625,0
758.708,955.05,0
738.333,-178.228,5
-117.045,-119.56,2
845.025,499.733,0
143.502,636.989,0
477.533,829.447,0
1012.01,944.725,0
262.087,169.929,5
179.565,662.966,0
34.1123,-22.1256,2
3454.2,4230.25,4
756.609,565.426,0
984.092,492.279,3
675.531,539.255,0
471.515,931.451,0
1143.11,-159.924,3
908.302,841.36,0
411.341,1018.08,0
-135.974,-394.199,2
696.691,523.084,0
-622.331,252.105,2
839.451,-172.096,3
-452.101,-30.3837,2
-330.812,298.986,2
583.224,-382.468,5
193.854,-309.371,5
-241.224,788.332,2
107.676,281.918,2
-103.654,-23.6827,2
894.022,788.012,0
2818.07,5581.53,1
1379.35,-201.386,3
32.8253,264.048,2
60.2457,-204.217,5
-442.522,230.242,2
442.606,1256.77,0
1121.43,-50.9842,3
734.903,234.604,3
-337.664,66.6388,2
-387.362,-360.468,2
386.364,575.779,0
116.498,716.361,0
-78.1971,808.09,2
870.269,720.732,0
877.244,740.934,0
567.173,560.097,0
-184.863,20.6994,2
968.277,684.609,0
-245.861,380.991,2
-301.845,-207.813,2
376.222,-47.3741,5
-601.003,-203.836,2
-28.816,799.02,0
846.383,-30.1655,3
2310.12,5105.48,1
359.899,551.008,0
783.635,976.34,0
993.047,595.777,0
754.19,942.652,0
-425.663,-2.4985,2
648.049,547.24,0
-303.655,0.553399,2
915.558,1039.18,0
-191.425,144.264,2
419.571,887.083,0
893.216,603.434,0
159.964,-357.263,5
558.917,62.4801,5
191.188,172.536,5
639.346,411.032,0
-436.621,-200.639,2
84.6864,281.847,2
195.49,148.443,5
482.408,1044.36,0
154.47,314.935,5
1594.13,102.281,3
-103.515,-506.319,2
1358.72,905.388,0
576.188,610.054,0
177.267,1257.97,0
3352.78,5226.94,1
844.791,500.572,0
843.605,97.6648,3
-101.384,162.998,2
1786.09,3.79298,3
741.865,127.058,3
708.638,664.345,0
661.039,-440.198,5
-135.468,88.1133,2
1358.41,648.905,3
888.334,415.773,3
-309.301,-210.632,2
622.581,964.086,0
145.482,137.713,5
554.772,364.204,0
1014.41,80.578,3
986.863,170.267,3
1474.53,11.2427,3
98.5174,-76.8797,5
